feature,cell_type,overweight_vs_normal_mean,overweight_vs_normal_hdi_low,overweight_vs_normal_hdi_high,overweight_vs_normal_prob_positive,overweight_vs_normal_prob_sig,obese_vs_normal_mean,obese_vs_normal_hdi_low,obese_vs_normal_hdi_high,obese_vs_normal_prob_positive,obese_vs_normal_prob_sig,obese_vs_overweight_mean,obese_vs_overweight_hdi_low,obese_vs_overweight_hdi_high,obese_vs_overweight_prob_positive,obese_vs_overweight_prob_sig,overweight_prob_gt_0.1,overweight_prob_gt_0.2,overweight_prob_gt_0.3,overweight_prob_gt_0.5,obese_prob_gt_0.1,obese_prob_gt_0.2,obese_prob_gt_0.3,obese_prob_gt_0.5,obese_vs_overweight_prob_gt_0.1,obese_vs_overweight_prob_gt_0.2,obese_vs_overweight_prob_gt_0.3,obese_vs_overweight_prob_gt_0.5,overweight_evidence_medium,overweight_evidence_large,obese_evidence_medium,obese_evidence_large,obese_vs_overweight_evidence_medium,obese_vs_overweight_evidence_large,overweight_credible,obese_credible,obese_vs_overweight_credible,overweight_direction,obese_direction,obese_vs_overweight_direction,overweight_credible_rope,obese_credible_rope,obese_vs_overweight_credible_rope
CD8_TMEMORY||Migration_Signature,CD8 TMEMORY,0.086,0.03,0.146,0.993375,0.301375,0.069,-0.013,0.148,0.957625,0.19975,-0.017,-0.107,0.076,0.331625,0.0415,0.301375,0.001125,0.0,0.0,0.19975,0.003,0.0,0.0,0.0415,0.000375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||OXPHOS_Metabolism_Signature,CD8 TMEMORY,0.088,0.036,0.151,0.99625,0.317875,0.07,-0.008,0.151,0.9605,0.20975,-0.018,-0.108,0.072,0.328875,0.042875,0.317875,0.001125,0.0,0.0,0.20975,0.003125,0.0,0.0,0.042875,0.0005,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Oxidative_Stress_Response_Signature,CD8 TMEMORY,0.088,0.027,0.144,0.99575,0.318625,0.066,-0.011,0.151,0.948875,0.184375,-0.022,-0.109,0.07,0.30225,0.04875,0.318625,0.001625,0.0,0.0,0.184375,0.0025,0.0,0.0,0.04875,0.000875,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Rapid_Recall_Signature,CD8 TMEMORY,0.088,0.03,0.147,0.995625,0.33075,0.064,-0.017,0.146,0.9425,0.173625,-0.024,-0.113,0.068,0.2875,0.0575,0.33075,0.001375,0.0,0.0,0.173625,0.00125,0.0,0.0,0.0575,0.0015,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Recall_Deficiency_Signature,CD8 TMEMORY,0.089,0.033,0.147,0.99725,0.33125,0.067,-0.014,0.143,0.95525,0.184375,-0.022,-0.108,0.068,0.294625,0.045625,0.33125,0.001875,0.0,0.0,0.184375,0.00125,0.0,0.0,0.045625,0.00025,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Senescence_Signature,CD8 TMEMORY,0.086,0.027,0.143,0.992125,0.302625,0.074,-0.006,0.159,0.96825,0.24075,-0.012,-0.103,0.086,0.373625,0.044125,0.302625,0.0005,0.0,0.0,0.24075,0.007625,0.00025,0.0,0.044125,0.00075,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||TCR_Signaling_Signature,CD8 TMEMORY,0.09,0.034,0.147,0.998125,0.350625,0.067,-0.013,0.148,0.951875,0.189625,-0.024,-0.116,0.065,0.292125,0.0545,0.350625,0.002,0.0,0.0,0.189625,0.00225,0.0,0.0,0.0545,0.00075,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Transcriptional_Memory_Signature,CD8 TMEMORY,0.084,0.026,0.141,0.98975,0.28275,0.072,-0.009,0.155,0.9645,0.222625,-0.012,-0.105,0.081,0.369375,0.041875,0.28275,0.0005,0.0,0.0,0.222625,0.005375,0.000125,0.0,0.041875,0.000375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Wound_Healing_Support_Signature,CD8 TMEMORY,0.088,0.032,0.148,0.995625,0.318625,0.065,-0.018,0.142,0.946125,0.180125,-0.023,-0.12,0.062,0.29625,0.054,0.318625,0.001,0.0,0.0,0.180125,0.001125,0.0,0.0,0.054,0.000875,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_T_EXHAUSTED||Adipokine_Signaling_Signature,CD8 T EXHAUSTED,0.052,-0.063,0.173,0.837125,0.19325,0.062,-0.097,0.21,0.80225,0.31025,0.009,-0.171,0.177,0.544375,0.23975,0.19325,0.010375,0.000375,0.0,0.31025,0.03875,0.004125,0.0,0.23975,0.02825,0.002875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||Chemokine_Production_Signature,CD8 T EXHAUSTED,0.028,-0.109,0.141,0.72225,0.13775,0.051,-0.104,0.207,0.768875,0.278625,0.023,-0.16,0.2,0.600375,0.255625,0.13775,0.005125,0.000125,0.0,0.278625,0.0285,0.001875,0.0,0.255625,0.038,0.003875,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||ER_Stress_Response_Signature,CD8 T EXHAUSTED,0.043,-0.079,0.163,0.79625,0.160375,0.054,-0.101,0.2,0.7845,0.276625,0.011,-0.156,0.193,0.557,0.2295,0.160375,0.006875,0.000125,0.0,0.276625,0.028125,0.002375,0.0,0.2295,0.027875,0.003375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||Fatty_Acid_Oxidation_Signature,CD8 T EXHAUSTED,0.082,-0.038,0.213,0.926125,0.339,0.063,-0.093,0.214,0.81175,0.31225,-0.018,-0.21,0.15,0.423,0.247875,0.339,0.046625,0.003625,0.0,0.31225,0.04125,0.00425,0.000125,0.247875,0.0365,0.0035,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||Hedgehog_Signaling_Signature,CD8 T EXHAUSTED,0.044,-0.075,0.159,0.797875,0.164375,0.066,-0.088,0.227,0.81975,0.3235,0.021,-0.154,0.198,0.60225,0.2485,0.164375,0.006375,0.000375,0.0,0.3235,0.047125,0.0055,0.000125,0.2485,0.0325,0.003375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||Lipid_Metabolism_Signature,CD8 T EXHAUSTED,0.082,-0.031,0.219,0.929375,0.336625,0.06,-0.081,0.222,0.80525,0.295375,-0.022,-0.215,0.146,0.41425,0.2505,0.336625,0.04975,0.004625,0.0,0.295375,0.038625,0.005125,0.0,0.2505,0.039875,0.0045,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||Transcriptional_Exhaustion_Signature,CD8 T EXHAUSTED,0.052,-0.064,0.17,0.835625,0.1975,0.079,-0.076,0.244,0.860625,0.369125,0.027,-0.151,0.208,0.6155,0.258375,0.1975,0.00975,0.00025,0.0,0.369125,0.0685,0.010875,0.0,0.258375,0.041125,0.00525,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||Type_I_Interferon_Response_Signature,CD8 T EXHAUSTED,0.03,-0.111,0.134,0.726125,0.136,0.017,-0.171,0.183,0.6335,0.24625,-0.012,-0.218,0.184,0.46325,0.277125,0.136,0.004125,0.0,0.0,0.24625,0.031,0.004625,0.0,0.277125,0.055,0.006875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_EXHAUSTED||p53_Pathway_Signature,CD8 T EXHAUSTED,0.054,-0.061,0.174,0.84275,0.194,0.054,-0.1,0.207,0.781125,0.284625,0.001,-0.168,0.18,0.50325,0.22825,0.194,0.009875,0.00025,0.0,0.284625,0.032125,0.003,0.0,0.22825,0.026875,0.002,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Adipokine_Signaling_Signature,CD8 T GENERAL,0.03,-0.076,0.131,0.7325,0.08775,-0.076,-0.202,0.064,0.120125,0.3705,-0.105,-0.259,0.046,0.078,0.545,0.08775,0.001875,0.0,0.0,0.3705,0.029375,0.001875,0.0,0.545,0.099125,0.007625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||CD8_Coreceptor_Signaling_Signature,CD8 T GENERAL,0.038,-0.064,0.144,0.78725,0.110625,-0.088,-0.222,0.053,0.09025,0.42775,-0.126,-0.289,0.022,0.049125,0.636125,0.110625,0.006,0.000125,0.0,0.42775,0.051875,0.005875,0.0,0.636125,0.160375,0.017125,0.000375,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||CD8_Effector_Function_Signature,CD8 T GENERAL,0.018,-0.1,0.119,0.666375,0.077125,-0.078,-0.218,0.065,0.117625,0.3855,-0.096,-0.255,0.065,0.111375,0.511375,0.077125,0.002125,0.0,0.0,0.3855,0.041625,0.003375,0.0,0.511375,0.0845,0.006,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Cellular_Stress_Response_Signature,CD8 T GENERAL,0.034,-0.073,0.141,0.759625,0.10425,-0.089,-0.23,0.048,0.083625,0.42325,-0.123,-0.28,0.03,0.05075,0.621875,0.10425,0.004625,0.0,0.0,0.42325,0.05375,0.0055,0.000125,0.621875,0.15,0.01825,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Chronic_Activation_Signature,CD8 T GENERAL,0.036,-0.07,0.14,0.769125,0.10975,-0.081,-0.221,0.061,0.109875,0.395375,-0.117,-0.272,0.044,0.063,0.59325,0.10975,0.00525,0.0005,0.0,0.395375,0.045125,0.004,0.0,0.59325,0.132,0.01475,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Glycolysis_Signature,CD8 T GENERAL,0.036,-0.069,0.145,0.764875,0.106875,-0.079,-0.22,0.067,0.11375,0.38975,-0.115,-0.275,0.045,0.071625,0.587875,0.106875,0.00475,0.000375,0.0,0.38975,0.0425,0.002625,0.0,0.587875,0.13075,0.013625,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Inflammatory_Response_Signature,CD8 T GENERAL,0.017,-0.093,0.123,0.65875,0.075625,-0.064,-0.197,0.086,0.162,0.331875,-0.081,-0.224,0.093,0.148875,0.44425,0.075625,0.00125,0.0,0.0,0.331875,0.0215,0.00125,0.0,0.44425,0.054125,0.003625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Lipid_Metabolism_Signature,CD8 T GENERAL,0.054,-0.056,0.172,0.8425,0.182375,-0.087,-0.221,0.054,0.089625,0.418,-0.141,-0.303,0.015,0.033875,0.6975,0.182375,0.018875,0.001125,0.0,0.418,0.052875,0.005375,0.0,0.6975,0.213,0.03325,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Microbiome_Response_Signature,CD8 T GENERAL,0.017,-0.094,0.122,0.65675,0.0735,-0.084,-0.222,0.046,0.095125,0.401375,-0.101,-0.26,0.053,0.092375,0.516625,0.0735,0.001875,0.0,0.0,0.401375,0.043625,0.004875,0.0,0.516625,0.094875,0.008875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD8_T_GENERAL||Perforin_Granzyme_Pathway_Signature,CD8 T GENERAL,0.029,-0.074,0.141,0.73575,0.09575,-0.087,-0.234,0.047,0.090875,0.415875,-0.116,-0.282,0.04,0.0665,0.588875,0.09575,0.00325,0.0,0.0,0.415875,0.053125,0.004625,0.0,0.588875,0.1325,0.015875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
DENDRITIC_CELLS||Adipokine_Signaling_Signature,DENDRITIC CELLS,-0.092,-0.197,0.019,0.04825,0.454375,-0.132,-0.267,0.009,0.034,0.706125,-0.04,-0.198,0.119,0.286875,0.250875,0.454375,0.019625,0.00025,0.0,0.706125,0.1395,0.0095,0.0,0.250875,0.025,0.00225,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
DENDRITIC_CELLS||Cell_Proliferation_Signature,DENDRITIC CELLS,-0.07,-0.179,0.057,0.119125,0.341875,-0.165,-0.314,-0.019,0.00675,0.832125,-0.094,-0.292,0.056,0.121375,0.43675,0.341875,0.0055,0.0,0.0,0.832125,0.26975,0.04825,0.000375,0.43675,0.114375,0.0215,0.0005,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
DENDRITIC_CELLS||Chemokine_Production_Signature,DENDRITIC CELLS,-0.112,-0.218,-0.008,0.013875,0.5885,-0.12,-0.258,0.032,0.06125,0.662875,-0.007,-0.174,0.153,0.428375,0.21225,0.5885,0.054625,0.003125,0.0,0.662875,0.10975,0.0045,0.0,0.21225,0.022625,0.002375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,down,none,none,False,False,False
DENDRITIC_CELLS||Costimulation_Signature,DENDRITIC CELLS,-0.118,-0.233,-0.022,0.007625,0.623,-0.115,-0.253,0.036,0.0655,0.636,0.003,-0.146,0.181,0.48125,0.208375,0.623,0.069,0.004125,0.0,0.636,0.099125,0.003375,0.0,0.208375,0.023625,0.002,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,down,none,none,False,False,False
DENDRITIC_CELLS||Glycolysis_Signature,DENDRITIC CELLS,-0.09,-0.199,0.015,0.054625,0.437125,-0.155,-0.299,-0.014,0.0125,0.80075,-0.065,-0.232,0.086,0.192875,0.319875,0.437125,0.014,0.000125,0.0,0.80075,0.230125,0.02975,0.0005,0.319875,0.051,0.0055,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
DENDRITIC_CELLS||Hypoxia_Response_Signature,DENDRITIC CELLS,-0.102,-0.204,-0.002,0.02325,0.515375,-0.132,-0.269,0.012,0.03325,0.70875,-0.03,-0.184,0.133,0.32975,0.223625,0.515375,0.0295,0.00125,0.0,0.70875,0.144875,0.009875,0.0,0.223625,0.0225,0.002,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,down,none,none,False,False,False
DENDRITIC_CELLS||Lipid_Metabolism_Signature,DENDRITIC CELLS,-0.075,-0.175,0.051,0.098625,0.362875,-0.148,-0.284,-0.006,0.018625,0.77525,-0.072,-0.239,0.086,0.18025,0.353875,0.362875,0.0055,0.0,0.0,0.77525,0.200125,0.020125,0.000125,0.353875,0.0665,0.008375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
DENDRITIC_CELLS||MHC_I_Antigen_Processing_Signature,DENDRITIC CELLS,-0.095,-0.206,0.005,0.037875,0.469125,-0.155,-0.312,-0.02,0.01325,0.803375,-0.06,-0.224,0.099,0.2225,0.308625,0.469125,0.02275,0.000625,0.0,0.803375,0.230375,0.0345,0.0,0.308625,0.051,0.006125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
DENDRITIC_CELLS||Maturation_Signature,DENDRITIC CELLS,-0.114,-0.22,-0.008,0.010375,0.595375,-0.122,-0.251,0.039,0.05375,0.67425,-0.008,-0.165,0.161,0.42925,0.207875,0.595375,0.057875,0.002625,0.0,0.67425,0.11525,0.006875,0.0,0.207875,0.022375,0.00175,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,down,none,none,False,False,False
DENDRITIC_CELLS||Phagocytosis_Signature,DENDRITIC CELLS,-0.112,-0.223,-0.014,0.015125,0.58225,-0.142,-0.277,0.003,0.02275,0.75125,-0.031,-0.198,0.119,0.33225,0.22025,0.58225,0.051625,0.0025,0.0,0.75125,0.17975,0.01725,0.0,0.22025,0.02425,0.0025,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,down,none,none,False,False,False
DENDRITIC_CELLS||TLR_Signaling_Signature,DENDRITIC CELLS,-0.107,-0.213,-0.005,0.020625,0.54975,-0.159,-0.318,-0.028,0.010875,0.805375,-0.052,-0.217,0.108,0.25275,0.281125,0.54975,0.04125,0.002,0.0,0.805375,0.245625,0.03825,0.00025,0.281125,0.041875,0.00525,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
DENDRITIC_CELLS||Tolerogenic_Programming_Signature,DENDRITIC CELLS,-0.115,-0.227,-0.012,0.011875,0.601625,-0.128,-0.27,0.014,0.042625,0.6935,-0.013,-0.178,0.149,0.40675,0.214875,0.601625,0.060625,0.004,0.0,0.6935,0.13175,0.007625,0.0,0.214875,0.02025,0.001125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,down,none,none,False,False,False
DENDRITIC_CELLS||Type_I_Interferon_Response_Signature,DENDRITIC CELLS,-0.115,-0.229,-0.015,0.012375,0.6015,-0.166,-0.327,-0.026,0.00925,0.8325,-0.052,-0.221,0.118,0.26175,0.284875,0.6015,0.059,0.00325,0.0,0.8325,0.27625,0.05225,0.00075,0.284875,0.0485,0.006625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
MAIT_CELLS||Mucosal_Barrier_Function_Signature,MAIT CELLS,0.011,-0.19,0.198,0.542,0.302625,0.009,-0.235,0.271,0.52925,0.4335,-0.002,-0.281,0.261,0.489375,0.464375,0.302625,0.044125,0.002875,0.0,0.4335,0.12475,0.02075,0.000125,0.464375,0.145125,0.03125,0.00025,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MDC||IFNG_Response_Signature,MDC,-0.165,-0.362,0.034,0.048125,0.751125,-0.105,-0.364,0.153,0.21175,0.57125,0.06,-0.2,0.338,0.663625,0.513125,0.751125,0.361,0.08925,0.00025,0.57125,0.242125,0.075,0.002125,0.513125,0.19,0.044875,0.001,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Angiogenesis_Regulation_Signature,MONOCYTE CLASSICAL,-0.046,-0.142,0.05,0.148125,0.117375,-0.036,-0.162,0.088,0.255125,0.15275,0.01,-0.133,0.155,0.551,0.1535,0.117375,0.003125,0.00025,0.0,0.15275,0.00675,0.000375,0.0,0.1535,0.012125,0.000875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Anti_Apoptotic_Signature,MONOCYTE CLASSICAL,-0.046,-0.142,0.052,0.150375,0.118375,-0.053,-0.179,0.068,0.185375,0.21025,-0.006,-0.15,0.133,0.4695,0.15025,0.118375,0.00275,0.0,0.0,0.21025,0.01675,0.00075,0.0,0.15025,0.013125,0.00125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Chemokine_Production_Signature,MONOCYTE CLASSICAL,-0.062,-0.162,0.039,0.0875,0.194625,-0.046,-0.166,0.086,0.208375,0.183125,0.015,-0.127,0.162,0.58825,0.1585,0.194625,0.012875,0.000375,0.0,0.183125,0.01375,0.000875,0.0,0.1585,0.0145,0.001,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Complement_Activation_Signature,MONOCYTE CLASSICAL,-0.033,-0.128,0.071,0.22175,0.084125,-0.052,-0.182,0.07,0.188,0.213375,-0.019,-0.177,0.118,0.415625,0.17475,0.084125,0.000875,0.0,0.0,0.213375,0.0185,0.0025,0.0,0.17475,0.017125,0.00175,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Glucose_Uptake_Enhancement_Signature,MONOCYTE CLASSICAL,-0.052,-0.153,0.045,0.124125,0.148,-0.027,-0.163,0.1,0.302,0.150875,0.025,-0.121,0.18,0.62025,0.17775,0.148,0.006375,0.000125,0.0,0.150875,0.008875,0.000625,0.0,0.17775,0.022375,0.001875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Hyperinflammation_Signature,MONOCYTE CLASSICAL,-0.058,-0.162,0.036,0.099625,0.17075,-0.04,-0.162,0.088,0.236,0.163625,0.018,-0.127,0.161,0.590125,0.158375,0.17075,0.01,0.000125,0.0,0.163625,0.009375,0.00075,0.0,0.158375,0.015625,0.001375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||LPS_TLR4_Metabolic_Switch_Signature,MONOCYTE CLASSICAL,-0.052,-0.147,0.047,0.126,0.13775,-0.052,-0.178,0.072,0.18625,0.198875,0.0,-0.146,0.145,0.5095,0.154625,0.13775,0.006,0.000375,0.0,0.198875,0.01825,0.00175,0.0,0.154625,0.01275,0.001,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Lipid_Metabolism_Signature,MONOCYTE CLASSICAL,-0.023,-0.123,0.092,0.2885,0.07525,-0.042,-0.162,0.081,0.224625,0.169375,-0.02,-0.175,0.127,0.41225,0.175875,0.07525,0.00175,0.0,0.0,0.169375,0.0115,0.0005,0.0,0.175875,0.0205,0.000875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Microbiome_Response_Signature,MONOCYTE CLASSICAL,-0.057,-0.156,0.039,0.102875,0.16825,-0.046,-0.175,0.076,0.214,0.18925,0.011,-0.137,0.16,0.556625,0.16675,0.16825,0.0085,0.000375,0.0,0.18925,0.013,0.001375,0.0,0.16675,0.0145,0.00075,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Oxidative_Burst_Signature,MONOCYTE CLASSICAL,-0.044,-0.141,0.049,0.15425,0.110125,-0.035,-0.166,0.085,0.256,0.156625,0.009,-0.135,0.148,0.5445,0.151125,0.110125,0.002125,0.0,0.0,0.156625,0.00625,0.000375,0.0,0.151125,0.011,0.0005,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Phagocytosis_Signature,MONOCYTE CLASSICAL,-0.052,-0.15,0.044,0.121375,0.139,-0.042,-0.166,0.089,0.230625,0.174375,0.009,-0.135,0.154,0.549375,0.15425,0.139,0.004875,0.00025,0.0,0.174375,0.012,0.0005,0.0,0.15425,0.01375,0.000625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||TLR_Signaling_Signature,MONOCYTE CLASSICAL,-0.041,-0.137,0.059,0.172625,0.1065,-0.053,-0.182,0.069,0.182125,0.208625,-0.012,-0.158,0.133,0.442875,0.155125,0.1065,0.00175,0.0,0.0,0.208625,0.019375,0.001875,0.0,0.155125,0.014,0.000875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_CLASSICAL||Tissue_Homing_Signature,MONOCYTE CLASSICAL,-0.049,-0.147,0.047,0.13325,0.129125,-0.042,-0.162,0.092,0.234,0.17825,0.007,-0.139,0.155,0.545125,0.15575,0.129125,0.00375,0.0,0.0,0.17825,0.012,0.0005,0.0,0.15575,0.0125,0.000625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_NON_CLASSICAL||Anti_Apoptotic_Signature,MONOCYTE NON CLASSICAL,0.068,-0.062,0.2,0.874375,0.297875,-0.042,-0.206,0.126,0.292625,0.265375,-0.11,-0.307,0.075,0.112,0.55675,0.297875,0.027,0.002375,0.0,0.265375,0.035125,0.00375,0.0,0.55675,0.162625,0.0275,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_NON_CLASSICAL||Complement_Activation_Signature,MONOCYTE NON CLASSICAL,0.084,-0.043,0.229,0.91075,0.375125,-0.042,-0.208,0.126,0.295625,0.270375,-0.126,-0.325,0.062,0.0895,0.609125,0.375125,0.05325,0.0055,0.0,0.270375,0.037375,0.004375,0.0,0.609125,0.2135,0.044375,0.000625,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_NON_CLASSICAL||Cytokine_Production_Signature,MONOCYTE NON CLASSICAL,0.021,-0.142,0.147,0.665125,0.18525,-0.03,-0.199,0.138,0.34025,0.247875,-0.051,-0.24,0.152,0.284,0.394125,0.18525,0.00875,0.0005,0.0,0.247875,0.028125,0.003,0.0,0.394125,0.068,0.005875,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_NON_CLASSICAL||ER_Stress_Response_Signature,MONOCYTE NON CLASSICAL,0.064,-0.073,0.198,0.851375,0.2815,-0.035,-0.195,0.141,0.31425,0.259125,-0.099,-0.285,0.101,0.138375,0.525375,0.2815,0.02575,0.00125,0.0,0.259125,0.0315,0.002625,0.0,0.525375,0.136,0.02,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_NON_CLASSICAL||Lipid_Metabolism_Signature,MONOCYTE NON CLASSICAL,0.102,-0.033,0.257,0.943125,0.461875,-0.023,-0.184,0.16,0.361875,0.24325,-0.125,-0.329,0.08,0.105125,0.626,0.461875,0.103125,0.012,0.0,0.24325,0.029875,0.00325,0.0,0.626,0.222,0.044,0.00025,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
MONOCYTE_NON_CLASSICAL||Patrolling_Signature,MONOCYTE NON CLASSICAL,0.056,-0.069,0.188,0.829625,0.244875,-0.033,-0.198,0.136,0.329,0.248375,-0.09,-0.278,0.1,0.15875,0.484875,0.244875,0.014,0.00075,0.0,0.248375,0.028125,0.003125,0.0,0.484875,0.11625,0.014125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
